0.24694,904.12,-1288,998,892.76,-1501,1008.6,950.67,-887.72,1341.4,2395,-916.62,963.4
0.25101,904.19,-1288,997.97,892.72,-1500.9,1008.6,950.74,-887.67,1341.4,2395.6,-916.79,964.39
0.25398,904.19,-1288,997.94,892.72,-1501,1008.6,950.84,-887.63,1341.4,2396,-916.89,964.96
0.25518,904.08,-1288,998.03,892.72,-1501,1008.6,950.81,-887.62,1341.4,2396.2,-917.18,965.21
0.25721,904.09,-1288,998.02,892.74,-1500.9,1008.7,950.9,-887.57,1341.4,2396.7,-917.42,965.81
0.25929,904.24,-1288,997.96,892.74,-1500.9,1008.7,950.84,-887.58,1341.4,2396.9,-917.38,966.23
0.2604,904.24,-1288,997.96,892.71,-1501,1008.6,950.89,-887.55,1341.4,2397.2,-917.54,966.65
0.2635,904.21,-1288,997.98,892.71,-1500.9,1008.6,951,-887.53,1341.4,2397.3,-917.18,967.38
0.26658,904.24,-1288,997.97,892.69,-1500.9,1008.6,951.08,-887.48,1341.4,2397.9,-917.36,968.36
0.26973,904.24,-1288,998,892.67,-1500.8,1008.7,951.1,-887.49,1341.4,2398.4,-917.34,969.3
0.27597,904.17,-1288,997.98,892.65,-1500.8,1008.7,951.18,-887.47,1341.4,2399.2,-918.13,970.48
0.27695,904.22,-1288,997.95,892.65,-1500.8,1008.7,951.24,-887.45,1341.4,2399.5,-918.29,970.97
0.27911,904.22,-1288,997.95,892.67,-1500.8,1008.7,951.27,-887.44,1341.4,2399.8,-918.45,971.49
0.28121,904.33,-1288,998.16,892.66,-1500.8,1008.8,951.39,-887.37,1341.3,2400,-918.26,972.29
0.28229,904.35,-1288,998.18,892.66,-1500.8,1008.8,951.41,-887.36,1341.3,2400.1,-918.3,972.58
0.28327,904.36,-1288,998.2,892.66,-1500.8,1008.8,951.44,-887.35,1341.3,2400.3,-918.34,972.88
0.28437,904.36,-1287.9,998.09,892.65,-1500.8,1008.8,951.45,-887.32,1341.3,2400.2,-918.42,973.06
0.28545,904.39,-1287.9,998.14,892.71,-1500.8,1008.8,951.5,-887.3,1341.3,2400.5,-918.5,973.63
0.28857,904.32,-1287.9,998.14,892.71,-1500.8,1008.9,951.54,-887.3,1341.3,2400.7,-918.65,974.29
0.28952,904.32,-1287.9,998.14,892.61,-1500.8,1008.9,951.59,-887.27,1341.3,2401,-918.74,974.91
0.29161,904.36,-1287.8,998.17,892.61,-1500.8,1008.9,951.64,-887.24,1341.3,2401.2,-918.85,975.54
0.29264,904.53,-1287.5,997.74,892.61,-1500.8,1008.9,951.47,-887.38,1341.4,2401.3,-918.92,975.6
0.29786,904.22,-1287.7,998.24,892.55,-1500.8,1008.9,951.72,-887.26,1341.3,2402,-919.51,977.5
0.30095,904.36,-1287.8,998.25,892.57,-1500.7,1009,951.77,-887.24,1341.3,2402.3,-919.81,978.18
0.30517,904.3,-1287.8,998.37,892.6,-1500.6,1009,951.88,-887.17,1341.2,2402.7,-920.1,979.64
0.30727,904.38,-1287.8,998.37,892.6,-1500.6,1009.1,951.89,-887.16,1341.2,2403.1,-920.41,980.63
0.30929,904.73,-1287.8,998.48,892.6,-1500.6,1009.1,951.95,-887.13,1341.2,2402.8,-919.98,981.28
0.31146,904.77,-1287.8,998.54,892.62,-1500.6,1009.1,951.83,-887.08,1341.2,2403.2,-920.23,982.33
0.31339,904.4,-1287.8,998.32,892.63,-1500.6,1009.1,952.02,-887.08,1341.2,2403.3,-920.85,982.57
0.3146,904.51,-1287.8,998.39,892.59,-1500.6,1009.1,952.02,-887.05,1341.2,2403.4,-920.89,983.33
0.31762,904.49,-1287.7,998.36,892.59,-1500.6,1009.2,952.08,-887.02,1341.2,2403.6,-921.36,984.01
0.3217,904.44,-1287.7,998.41,892.6,-1500.6,1009.2,952.16,-887.03,1341.2,2403.8,-921.94,985.48
0.32581,904.38,-1287.7,998.51,892.59,-1500.6,1009.3,952.16,-887.04,1341.2,2404.1,-922.49,986.91
0.33004,904.46,-1287.7,998.46,892.65,-1500.6,1009.4,952.24,-887.01,1341.2,2404.1,-923.11,988.49
0.33428,904.43,-1287.6,998.5,892.58,-1500.6,1009.4,952.33,-886.94,1341.2,2404.2,-923.72,989.99
0.33841,904.51,-1287.6,998.49,892.55,-1500.5,1009.4,952.43,-886.91,1341.2,2404.3,-924.09,991.8
0.33956,904.52,-1287.6,998.5,892.55,-1500.5,1009.4,952.43,-886.91,1341.2,2404.4,-924.41,992.53
0.34263,904.53,-1287.6,998.5,892.55,-1500.5,1009.4,952.38,-886.94,1341.3,2404.3,-924.95,993.08
0.34571,904.48,-1287.7,998.44,892.56,-1500.6,1009.5,952.44,-886.91,1341.3,2404.4,-925.5,994.67
0.35513,904.58,-1287.6,998.57,892.61,-1500.6,1009.5,952.73,-886.81,1341.2,2404,-926.82,997.52
0.35819,904.64,-1287.6,998.63,892.63,-1500.5,1009.6,952.82,-886.77,1341.2,2403.9,-927.54,999
0.3593,904.65,-1287.7,998.58,892.63,-1500.5,1009.6,952.82,-886.77,1341.2,2403.9,-927.61,998.92
0.36134,904.68,-1287.6,998.6,892.57,-1500.6,1009.6,952.73,-886.82,1341.3,2403.8,-928.08,1000
0.36459,904.75,-1287.3,998.23,892.51,-1500.6,1009.6,952.87,-886.74,1341.2,2403.7,-928.6,1001
0.36762,904.79,-1287.2,998.15,892.5,-1500.6,1009.6,952.85,-886.74,1341.2,2404,-929.74,1001.2
0.37068,904.46,-1287.6,998.7,892.57,-1500.5,1009.7,952.91,-886.71,1341.2,2403.9,-930.54,1002.6
0.37178,904.67,-1287.7,998.66,892.57,-1500.5,1009.7,952.92,-886.71,1341.2,2403.3,-929.68,1003.1
0.37587,904.75,-1287.7,998.67,892.62,-1500.5,1009.8,952.96,-886.72,1341.2,2403.1,-930.43,1004.4
0.37691,904.75,-1287.7,998.72,892.65,-1500.6,1009.8,953.02,-886.7,1341.2,2403,-930.76,1005.1
0.38012,904.96,-1287.7,998.87,892.67,-1500.6,1009.8,953.22,-886.71,1341.1,2402.7,-931.18,1005.7
0.38319,905.05,-1287.8,998.94,892.65,-1500.6,1009.8,953.29,-886.7,1341.1,2402.4,-931.79,1007.1
0.38744,904.9,-1287.9,998.75,892.7,-1500.6,1009.9,953.33,-886.66,1341.1,2402.1,-932.61,1008.4
0.38851,904.78,-1287.7,998.77,892.7,-1500.6,1009.9,953.26,-886.65,1341.1,2402,-932.74,1008.3
0.3895,904.8,-1287.7,998.77,892.67,-1500.6,1009.9,953.31,-886.64,1341.1,2401.8,-933.09,1008.9
0.3927,904.85,-1287.8,998.81,892.69,-1500.6,1009.9,953.22,-886.62,1341.2,2401.6,-933.52,1009.6
0.39675,904.76,-1287.7,998.91,892.74,-1500.7,1010,953.34,-886.62,1341.1,2401.1,-934.28,1010.8
0.39972,904.76,-1287.7,998.93,892.76,-1500.7,1010.1,953.34,-886.6,1341.2,2400.7,-935.06,1012.1
0.40822,904.91,-1287.8,998.95,892.75,-1500.7,1010.1,953.5,-886.59,1341.1,2399.4,-936.49,1013.9
0.41137,905.01,-1287.9,998.96,892.81,-1500.8,1010.1,953.43,-886.6,1341.2,2399.1,-936.55,1016.1
0.41344,905.03,-1287.9,998.97,892.82,-1500.8,1010.1,953.54,-886.57,1341.1,2398.6,-937.62,1015.8
0.41763,904.93,-1288,998.94,892.83,-1500.9,1010.1,953.58,-886.56,1341.1,2397.9,-938.56,1017.1
0.42063,904.94,-1288.1,998.94,892.88,-1500.9,1010.1,953.67,-886.55,1341.1,2397.2,-939.52,1018.4
0.42172,905.05,-1288,999.13,892.89,-1500.9,1010.1,953.67,-886.55,1341.1,2396.9,-939.88,1018.5
